,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
276,Zlp_rCtxeC6DXM-lqf4M2g,paul-french-bakery-and-cafe-foggy-bottom-washington,Paul French Bakery and Cafe - Foggy Bottom,https://s3-media3.fl.yelpcdn.com/bphoto/IbT5g722GGDa9rgfBhLRSQ/o.jpg,False,https://www.yelp.com/biz/paul-french-bakery-and-cafe-foggy-bottom-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,204,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",3.0,"{'latitude': 38.90059226115321, 'longitude': -77.0451731}",[],$$,"{'address1': '2000 Pennsylvania Ave NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20006', 'country': 'US', 'state': 'DC', 'display_address': ['2000 Pennsylvania Ave NW', 'Washington, DC 20006']}",+12028514603,(202) 851-4603,166.17755571105246
277,S6DLB0s5EMJVcWUQpPyx-Q,nandos-peri-peri-washington-16,Nando's PERi-PERi,https://s3-media2.fl.yelpcdn.com/bphoto/li7-xtYIASsfCvO5DQ_rLw/o.jpg,False,https://www.yelp.com/biz/nandos-peri-peri-washington-16?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,205,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'southafrican', 'title': 'South African'}]",4.0,"{'latitude': 38.9244751, 'longitude': -77.0517555}","['pickup', 'delivery']",$$,"{'address1': '2631 Connecticut Ave', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20008', 'country': 'US', 'state': 'DC', 'display_address': ['2631 Connecticut Ave', 'Washington, DC 20008']}",+12022041251,(202) 204-1251,2737.6297805797362
278,aJfIuChAuGhWxRWxQmuXdg,the-great-american-bistro-washington-2,The Great American Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/PAp3vm8MZJze164r33WP6w/o.jpg,False,https://www.yelp.com/biz/the-great-american-bistro-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,30,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 38.91104710483647, 'longitude': -77.01646287516587}","['delivery', 'pickup']",$$,"{'address1': '1545 New Jersey Ave NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['1545 New Jersey Ave NW', 'Washington, DC 20001']}",+12027350262,(202) 735-0262,2907.754525727745
279,aThCiF4M05ngSBGlz8qGeg,peacock-cafe-washington-4,Peacock Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/VAr3Uk9lKNgH6qyfJ_bs5A/o.jpg,False,https://www.yelp.com/biz/peacock-cafe-washington-4?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,569,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tradamerican', 'title': 'American'}]",4.0,"{'latitude': 38.9061995, 'longitude': -77.06431}","['delivery', 'pickup']",$$,"{'address1': '3251 Prospect St', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20007', 'country': 'US', 'state': 'DC', 'display_address': ['3251 Prospect St', 'Washington, DC 20007']}",+12026252740,(202) 625-2740,1642.6103121328915
280,q5HWauC8Mw7byIF6x6IoCA,spicy-water-african-grill-washington-2,Spicy Water African Grill,https://s3-media3.fl.yelpcdn.com/bphoto/lVtZ2dGNK-VsGsSzUmh46w/o.jpg,False,https://www.yelp.com/biz/spicy-water-african-grill-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,19,"[{'alias': 'african', 'title': 'African'}]",4.0,"{'latitude': 38.91759, 'longitude': -77.02679}",[],,"{'address1': '2019 11th St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['2019 11th St NW', 'Washington, DC 20001']}",+12025061746,(202) 506-1746,2612.1298846715467
281,N1kHtUNIDZlX2SoQioxbOA,taqueria-xochi-washington,Taqueria Xochi,https://s3-media4.fl.yelpcdn.com/bphoto/JgsPFz5epst4IEg0LpNuHA/o.jpg,False,https://www.yelp.com/biz/taqueria-xochi-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,144,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 38.916845, 'longitude': -77.0249722}",['delivery'],$$,"{'address1': '924 U St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['924 U St NW', 'Washington, DC 20001']}",+12022922859,(202) 292-2859,2661.907875564637
282,GY_0Zm0uarOFwAkqII7noA,café-riggs-washington,Café Riggs,https://s3-media3.fl.yelpcdn.com/bphoto/oqPbE9Ntva67iw6gz8ImWg/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-riggs-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,201,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 38.8971417, 'longitude': -77.02437619999999}",[],$$,"{'address1': '900 F St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20004', 'country': 'US', 'state': 'DC', 'display_address': ['900 F St NW', 'Washington, DC 20004']}",+12027882800,(202) 788-2800,1982.7139442492546
283,Ygce6oUeuww37_loxq264g,barcelona-wine-bar-washington,Barcelona Wine Bar,https://s3-media2.fl.yelpcdn.com/bphoto/3OvXPinbbIvLuRv04hkvlw/o.jpg,False,https://www.yelp.com/biz/barcelona-wine-bar-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,2126,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.0,"{'latitude': 38.912112566624955, 'longitude': -77.03215627334023}",['delivery'],$$,"{'address1': '1622 14th St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20005', 'country': 'US', 'state': 'DC', 'display_address': ['1622 14th St NW', 'Washington, DC 20005']}",+12025885500,(202) 588-5500,1850.385114565955
284,9I_7fXdRVPalSs4PoMbY0A,taco-rock-arlington,Taco Rock,https://s3-media3.fl.yelpcdn.com/bphoto/0mUmQHFsL5AAXsMJfq_aOg/o.jpg,False,https://www.yelp.com/biz/taco-rock-arlington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,308,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 38.89518, 'longitude': -77.07421}","['delivery', 'pickup']",$$,"{'address1': '1501 Wilson Blvd', 'address2': None, 'address3': '', 'city': 'Arlington', 'zip_code': '22209', 'country': 'US', 'state': 'VA', 'display_address': ['1501 Wilson Blvd', 'Arlington, VA 22209']}",+15717751800,(571) 775-1800,2417.84128111212
285,sTa4TVUiMlMXkfZMCQvLog,vin-sur-vingt-washington,Vin Sur Vingt,https://s3-media1.fl.yelpcdn.com/bphoto/OJzv3ueTcaTC7zXoULLgaw/o.jpg,False,https://www.yelp.com/biz/vin-sur-vingt-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,60,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 38.910737, 'longitude': -77.0316311}",[],,"{'address1': '1529 14th St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20005', 'country': 'US', 'state': 'DC', 'display_address': ['1529 14th St NW', 'Washington, DC 20005']}",+12022444201,(202) 244-4201,1777.2788457558631
286,2lWxthDbB9ARyiMtp-TLgQ,roaming-rooster-washington-6,Roaming Rooster,https://s3-media1.fl.yelpcdn.com/bphoto/NGqAwSXDnTyx3bkHo5OXoQ/o.jpg,False,https://www.yelp.com/biz/roaming-rooster-washington-6?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,154,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'tradamerican', 'title': 'American'}]",4.5,"{'latitude': 38.917262, 'longitude': -77.030583}",[],,"{'address1': '1301 U St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1301 U St NW', 'Washington, DC 20009']}",+12028082993,(202) 808-2993,2375.955905336864
287,72LMHsWrB4m1fFEyTs5myA,krave-restaurant-and-lounge-washington,Krave Restaurant & Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/GgvbKnOMWBrtMyzK75o6Sg/o.jpg,False,https://www.yelp.com/biz/krave-restaurant-and-lounge-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,42,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 38.9137, 'longitude': -77.04617}","['delivery', 'pickup']",,"{'address1': '1736 Connecticut Ave NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1736 Connecticut Ave NW', 'Washington, DC 20009']}",+12028054677,(202) 805-4677,1512.8888332647796
288,7EEQDlWMHo5qXn_rcAn1Ng,lupo-marino-washington-3,Lupo Marino,https://s3-media4.fl.yelpcdn.com/bphoto/hsEswU02Eb2HTNUlqIaGGQ/o.jpg,False,https://www.yelp.com/biz/lupo-marino-washington-3?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,473,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tuscan', 'title': 'Tuscan'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 38.879025, 'longitude': -77.024195}","['delivery', 'pickup']",$$,"{'address1': '40 Pearl St SW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20024', 'country': 'US', 'state': 'DC', 'display_address': ['40 Pearl St SW', 'Washington, DC 20024']}",+12025061306,(202) 506-1306,3067.24509643446
289,6RDMNdIdor2xqiUgbio7VA,phonatics-noodle-bar-washington,PhoNatics Noodle Bar,https://s3-media2.fl.yelpcdn.com/bphoto/GvWCr6PVqwUVQsNE_4ZSTA/o.jpg,False,https://www.yelp.com/biz/phonatics-noodle-bar-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,188,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'latitude': 38.92119, 'longitude': -77.032156}",['pickup'],$$,"{'address1': '2424 14th St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['2424 14th St NW', 'Washington, DC 20009']}",+12029861695,(202) 986-1695,2670.4548167241105
290,AVihKWsWaQAp0f2DPdXe4Q,zorbas-cafe-washington,Zorba's Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/hnudHbZXx83qTArhOOuSNA/o.jpg,False,https://www.yelp.com/biz/zorbas-cafe-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,761,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,"{'latitude': 38.91169, 'longitude': -77.04517}","['delivery', 'pickup']",$$,"{'address1': '1612 20th St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1612 20th St NW', 'Washington, DC 20009']}",+12023878555,(202) 387-8555,1295.0521275142103
291,kdOUHLQ2HiyzLOzBNTmSeg,souvlaki-greek-cuisine-washington,Souvlaki Greek Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/xIxOEKc2OT1fDULPIGMiDA/o.jpg,False,https://www.yelp.com/biz/souvlaki-greek-cuisine-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,89,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,"{'latitude': 38.916099, 'longitude': -77.04139}","['delivery', 'pickup']",,"{'address1': '1917 18th St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1917 18th St NW', 'Washington, DC 20009']}",+12026521693,(202) 652-1693,1840.366302598603
292,6dzlGp9EtHAIHHB8oVyGhw,chaplins-washington,Chaplin's,https://s3-media2.fl.yelpcdn.com/bphoto/W4pMO2TclQp986fxyBjVBA/o.jpg,False,https://www.yelp.com/biz/chaplins-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,1344,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 38.909798, 'longitude': -77.023651}",['delivery'],$$,"{'address1': '1501 9th St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['1501 9th St NW', 'Washington, DC 20001']}",+12026448806,(202) 644-8806,2288.4562621635314
293,vWp0l1cdmNNyUFi7F5ndTQ,founding-farmers-and-distillers-washington,Founding Farmers & Distillers,https://s3-media2.fl.yelpcdn.com/bphoto/DvIH9N18F5grDTF7UrzTyQ/o.jpg,False,https://www.yelp.com/biz/founding-farmers-and-distillers-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,2452,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'distilleries', 'title': 'Distilleries'}]",3.5,"{'latitude': 38.90141, 'longitude': -77.02053}","['delivery', 'pickup']",$$,"{'address1': '600 Massachusetts Ave NW', 'address2': None, 'address3': None, 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['600 Massachusetts Ave NW', 'Washington, DC 20001']}",+12024643001,(202) 464-3001,2292.093561023368
294,HAaETXZznmKqwppZOqM5iw,henrys-soul-cafe-washington,Henry's Soul Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/yRXv_Obt_nGsTjPMB9-5uw/o.jpg,False,https://www.yelp.com/biz/henrys-soul-cafe-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,247,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",4.0,"{'latitude': 38.91682, 'longitude': -77.03888}","['delivery', 'pickup']",$,"{'address1': '1704 U St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1704 U St NW', 'Washington, DC 20009']}",+12022653336,(202) 265-3336,1987.1563902620233
295,yXhPX65PVerJHWTsOqH9_Q,abuare-bar-and-restaurant-washington,Abuare Bar and Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/3-dapz5lvbdcOTrw8Q_L5g/o.jpg,False,https://www.yelp.com/biz/abuare-bar-and-restaurant-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,10,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",5.0,"{'latitude': 38.91681, 'longitude': -77.03557}","['delivery', 'pickup']",,"{'address1': '1524 U St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1524 U St NW', 'Washington, DC 20009']}",+12025064070,(202) 506-4070,2101.655834629246
296,UKAagcQSoG8aH0JP8nHcOg,the-royal-washington-2,The Royal,https://s3-media4.fl.yelpcdn.com/bphoto/iUQm7xFJTubD3tiM0QmvVg/o.jpg,False,https://www.yelp.com/biz/the-royal-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,367,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 38.9150428771973, 'longitude': -77.0185775756836}",['delivery'],$$,"{'address1': '501 Florida Ave NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['501 Florida Ave NW', 'Washington, DC 20001']}",+12023327777,(202) 332-7777,2967.442155346147
297,SzcASiEWFSEigFHg3a7Ngg,2-sisters-deli-washington,2 Sisters Deli,https://s3-media4.fl.yelpcdn.com/bphoto/Jzc2n5rzw3LKdAZJ_-YNug/o.jpg,False,https://www.yelp.com/biz/2-sisters-deli-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,77,"[{'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 38.885882212890685, 'longitude': -77.0177702}",['delivery'],$,"{'address1': '400 C St SW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20024', 'country': 'US', 'state': 'DC', 'display_address': ['400 C St SW', 'Washington, DC 20024']}",+12025540099,(202) 554-0099,2985.194171261521
298,3_CcQt0OhedUJ1wErs6Qzg,lenfant-bar-and-grill-washington,LEnfant Bar & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/NnJXOreZXbgyv5ZFbgilrg/o.jpg,False,https://www.yelp.com/biz/lenfant-bar-and-grill-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,38,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American'}]",4.0,"{'latitude': 38.8837949793628, 'longitude': -77.02453917523684}",[],$$,"{'address1': '480 Lenfant Plz SW', 'address2': None, 'address3': None, 'city': 'Washington, DC', 'zip_code': '20024', 'country': 'US', 'state': 'DC', 'display_address': ['480 Lenfant Plz SW', 'Washington, DC 20024']}",+12024841000,(202) 484-1000,2660.8558188591483
299,wEMuQt2q42AFifQ2sO2ERw,bozzellis-washington-4,Bozzelli's,https://s3-media1.fl.yelpcdn.com/bphoto/zo6_C8IzP1HV5GCPQd6VHw/o.jpg,False,https://www.yelp.com/biz/bozzellis-washington-4?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,12,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 38.90169, 'longitude': -77.06006}","['delivery', 'pickup']",,"{'address1': '3000 K St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20007', 'country': 'US', 'state': 'DC', 'display_address': ['3000 K St NW', 'Washington, DC 20007']}",,,1148.5766837678816
300,xFZhSeOZu9LXqcONxlACpg,hamiltons-bar-and-grill-washington,Hamilton's Bar & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/2wvTlZ-bDjdlFcp1yUq4hA/o.jpg,False,https://www.yelp.com/biz/hamiltons-bar-and-grill-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,287,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American'}]",3.5,"{'latitude': 38.8932571411133, 'longitude': -77.0134048461914}","['pickup', 'delivery']",$$,"{'address1': '233 2nd St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['233 2nd St NW', 'Washington, DC 20001']}",+12023476555,(202) 347-6555,3007.0798616185452
301,b0wsq-6ksiauRJpXTB7Lyg,mi-vida-washington-2,Mi Vida,https://s3-media1.fl.yelpcdn.com/bphoto/Kow592-iByztHODco9RVxg/o.jpg,False,https://www.yelp.com/biz/mi-vida-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,151,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 38.915769918646035, 'longitude': -77.03149164891241}","['pickup', 'delivery']",,"{'address1': '1901 14th St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1901 14th St NW', 'Washington, DC 20009']}",+12025975445,(202) 597-5445,2196.264830782608
302,DsKVoveLeWpDdIGgXjTnbw,veganesha-washington,Veganesha,https://s3-media2.fl.yelpcdn.com/bphoto/OAhoqjcNH-IAqirfkcJyYQ/o.jpg,False,https://www.yelp.com/biz/veganesha-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,30,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 38.9242193, 'longitude': -77.0515104}",[],,"{'address1': '2623 Connecticut Ave NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20036', 'country': 'US', 'state': 'DC', 'display_address': ['2623 Connecticut Ave NW', 'Washington, DC 20036']}",+12025251464,(202) 525-1464,2706.374179744716
303,axnuD2onVoJY7C8y-7ywYw,busboys-and-poets-450k-washington,Busboys and Poets - 450K,https://s3-media2.fl.yelpcdn.com/bphoto/4V-vsX2upfOxpDdyAV-lGA/o.jpg,False,https://www.yelp.com/biz/busboys-and-poets-450k-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,2950,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.0,"{'latitude': 38.902302, 'longitude': -77.0181}","['delivery', 'pickup']",$$,"{'address1': '450 K St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['450 K St NW', 'Washington, DC 20001']}",+12027892227,(202) 789-2227,2512.5481652850704
304,8Bor5T025FcQO3O-6ajXCw,rappahannock-oyster-bar-washington-4,Rappahannock Oyster Bar,https://s3-media1.fl.yelpcdn.com/bphoto/0Tg6hBbH8a0dqc7G7mL1FA/o.jpg,False,https://www.yelp.com/biz/rappahannock-oyster-bar-washington-4?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,288,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.5,"{'latitude': 38.8814, 'longitude': -77.02756}",['delivery'],$$,"{'address1': '1150 Maine Ave SW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20024', 'country': 'US', 'state': 'DC', 'display_address': ['1150 Maine Ave SW', 'Washington, DC 20024']}",+12024840572,(202) 484-0572,2688.350540488525
305,6QYwvASbb3oiKwkE1Z6K8A,masons-famous-lobster-rolls-western-market-washington,Mason's Famous Lobster Rolls - Western Market,https://s3-media1.fl.yelpcdn.com/bphoto/M4LOCDKlB8876ck0hY7BGA/o.jpg,False,https://www.yelp.com/biz/masons-famous-lobster-rolls-western-market-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,11,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 38.90032204, 'longitude': -77.0457477}","['pickup', 'delivery']",,"{'address1': '2000 Pennsylvania Ave NW', 'address2': 'Ste 5', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20006', 'country': 'US', 'state': 'DC', 'display_address': ['2000 Pennsylvania Ave NW', 'Ste 5', 'Washington, DC 20006']}",+12025605630,(202) 560-5630,110.45305328387632
